A01nficha;A01uf;localidade;setor_distrito;morador_id;index;idade_calculada;E02_1;E02_2;E02_3;E03;E03_1;E03_1_1;E03_2;E03_2_1;E04;E04_1;E04_1_1;E05;E06;E06_1;E07;E08;E08_1;E09;E10;E11;E12;E13;E14;E15_A;E15_B;E15_1;E16;E16_1;E17;E18;E19;E19_1;E20;E20_1;E21;E22;E22_1;F01;F02;F03_1;F03_2;F04;F05_1;F05_2;F05_3;F05_4;G01;G02;G03;G04;G05;G06;G06_1;G06_2;H01;H02;H03;H04_1;H04_2;H04_3;H04_4;H05_1;H05_2;H05_3;H05_4;H05_5;H05_6;H05_7;H05_8;H05_9;H05_10;H05_11;H06;H07;H08;H09;H10;H11;H12;H13;I01;I02;I03_1;I03_1_1;I03_1_1_r;I03_2;I03_2_1;I03_2_1_r;I04;I05;I05_1;I06;I07;I08;I09_1;I09_2;I09_3;I09_4;I09_5;I09_6;I09_7;I09_8;I09_9;I10;I13;I14;I15;I16;I18;I19;I20;I20_r;I21;I21_r;I22_1;I22_1_r;I22_2;I22_2_r;I23;renda_ind;renda_ind_r;infla_ipcadf;id_genero;orientacao_sx;lgbtqiam;escolaridade;peso_mor
15167;53;5310;13;15167-1;1;43;1981-02-20;99999;99999;2;2;99999;5;99999;1;2;99999;5;5;99999;1;3;99999;1;4;4;4;4;4;76;12;76120033;99999;99999;0;0;7612;76120033;7612;76120033;3;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;1;1;33;1;1;99999;1;1;4;1;1;2;2;2;2;2;2;2;2;99999;1;6;9;9;2;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;650;656,7834531;0;0;88888;650;656,7834531;0,989671705;1;2;2;6;129,0701876
5051;53;5310;13;05051-2;2;65;1959-02-20;99999;99999;2;2;99999;5;99999;2;99999;99999;1;4;99999;1;1;05051-1;1;3;4;4;4;4;76;52;76520110;99999;99999;50;10;7653;765324;7653;5310;6;2;99999;2;1;0;2;1;1;1;1;2;1;2;4;1;1;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;88888;2;2;1;88888;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;99999;99999;99999;99999;99999;99999;1500;1523,99022;88888;99999;99999;0,984258285;1;2;2;7;89,30721383
14790;53;5310;13;14790-1;1;54;1969-10-16;99999;99999;1;1;99999;5;99999;1;99999;99999;4;10;99999;2;2;99999;1;4;4;4;4;4;76;53;7653;2;1;99999;5;99999;765311;99999;5310;1;99999;99999;1;0;1;1;1;1;1;1;2;1;2;4;1;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;1;8000;8083,488653;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;99999;99999;99999;99999;99999;99999;0;0;10;8000;8083,488653;0,989671705;1;2;2;5;137,3267926
17894;53;5310;13;17894-2;2;31;99999;99999;31;1;1;99999;5;99999;12;99999;99999;1;88888;99999;1;2;99999;1;3;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5310;99999;2;99999;1;0;0;1;1;1;1;2;2;1;2;4;0;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;12;1;1;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;0;0;0;0,978406306;1;2;2;7;141,7407691
12926;53;5310;13;12926-2;2;58;1965-10-17;99999;99999;2;2;99999;5;99999;8;99999;99999;2;1;99999;1;2;99999;1;4;4;4;4;4;76;22;76221100;99999;99999;30;10;7653;765303;7653;5310;2;2;99999;1;0;0;1;1;1;1;1;1;1;2;4;1;1;1;3;18;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;1;88888;99999;1;88888;88888;30;1;1;2;1;2;2;2;2;2;99999;2;2;1;1;99999;99999;99999;1;88888;99999;0;0;99999;99999;88888;99999;4;99999;99999;0,989671705;1;2;2;5;80,86083051
2639;53;5310;13;02639-2;2;54;99999;99999;54;1;1;99999;5;99999;8;99999;99999;4;1;99999;2;1;02639-3;1;4;4;2;4;4;76;22;76221120;99999;99999;31;18;7653;99999;7653;5310;1;2;99999;1;0;0;1;1;1;1;1;2;1;2;2;10;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;1;8;2;2;2;99999;99999;2;99999;99999;1;4;0;40;1;10;2;1;2;2;2;2;2;99999;2;1;7;99999;2;1;99999;2;4000;4028,04896;0;0;99999;99999;88888;99999;10;99999;99999;0,993036589;1;2;2;3;137,3267926
8283;53;5310;13;08283-3;3;15;99999;99999;15;1;99999;99999;99999;99999;10;99999;99999;1;1;99999;1;3;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5310;99999;2;99999;1;0;0;1;1;2;1;2;2;1;2;2;1;1;99999;99999;99999;1;1;99999;1;1;2;1;2;2;2;2;1;2;2;2;2;99999;5;3;4;6;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;0;0;0;0,978406306;99999;99999;99999;2;111,1914208
1457;53;5310;13;01457-5;5;40;1983-12-22;99999;99999;1;1;99999;5;99999;8;99999;99999;4;1;99999;2;1;01457-2;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5310;99999;2;99999;1;1;1;0;1;1;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;1;2;0;40;1;54;2;1;2;2;2;2;2;99999;2;4;3;99999;99999;99999;1;1;1300;1333,491925;0;0;99999;99999;88888;99999;20;99999;99999;0,974884044;1;2;2;5;123,619928
5981;53;5310;13;05981-1;1;63;1960-08-17;99999;99999;1;1;99999;5;99999;1;99999;99999;1;4;99999;4;2;99999;1;4;4;4;4;4;76;53;7653;1;99999;63;10;7653;765301;7653;5310;6;99999;99999;1;1;1;0;1;1;1;2;2;2;99999;99999;99999;1;99999;99999;99999;1;1;99999;2;2;99999;57;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;10;1;1;1;99999;99999;99999;2;2;1;6000;6062,61649;2;99999;99999;1;20;0;30;1;10;2;1;2;2;2;2;2;99999;2;2;1;1;99999;99999;99999;1;5000;5052,180408;0;0;99999;99999;88888;99999;3;99999;99999;0,989671705;1;2;2;7;125,4398611
4375;53;5310;13;04375-1;1;35;1988-12-31;99999;99999;1;1;99999;5;99999;1;1;04375-2;2;4;99999;2;1;04375-2;1;4;4;4;4;4;76;53;7653;2;1;99999;3;99999;765301;99999;765301;6;2;99999;1;0;0;1;1;1;1;1;2;1;2;2;1;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;10;2;2;2;99999;99999;2;99999;99999;1;10;0;48;1;1;2;1;2;2;1;2;2;99999;5;1;1;2;99999;99999;99999;1;15000;15156,54122;0;0;99999;99999;88888;99999;4;99999;99999;0,989671705;1;2;2;7;151,4683589
471;53;5310;13;00471-3;3;29;1994-07-10;99999;99999;1;1;99999;5;99999;5;99999;99999;4;4;99999;1;2;99999;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5310;99999;2;99999;1;1;1;0;1;2;1;2;2;2;99999;99999;99999;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;9;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;0;0;0;0,989671705;1;2;2;7;205,6621276
2525;53;5310;13;02525-1;1;69;1954-05-20;99999;99999;1;1;99999;5;99999;1;1;02525-2;4;1;99999;2;1;02525-2;1;3;4;4;4;4;76;52;76522140;99999;99999;5;1;7653;765306;7653;88888;99999;2;99999;1;0;0;1;2;99999;99999;99999;99999;1;1;1;1;2;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;2;1;1400;1414,610514;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;800;808,3488653;30;2200;2222,95938;0,989671705;1;2;2;8;85,37355279
22540;53;5310;13;22540-1;1;25;99999;99999;25;1;1;99999;5;99999;1;1;22540-2;1;12;99999;2;1;22540-2;1;4;4;4;4;4;76;26;76260750;99999;99999;20;20;99999;99999;7653;5310;1;2;99999;0;1;0;1;1;2;1;1;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;13;1;99999;2;2;2;99999;99999;2;99999;99999;1;7;0;20;1;11;2;1;2;2;2;2;2;99999;2;1;1;1;99999;99999;99999;1;0;0;88888;99999;99999;99999;88888;99999;0;99999;99999;0,974884044;1;2;2;5;205,6621276
12997;53;5310;13;12997-3;3;5;2019-03-04;99999;99999;2;99999;99999;99999;99999;4;99999;99999;1;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;43;76431680;99999;99999;1;1;7643;76431680;7643;76431680;1;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;2;2;1;1;99999;99999;99999;2;1;99999;2;1;2;1;2;2;2;2;1;2;2;2;2;99999;5;2;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,989671705;99999;99999;99999;1;251,2904511
10009;53;5310;13;10009-1;1;37;99999;99999;37;2;2;99999;5;99999;1;1;10009-2;1;5;99999;2;1;10009-2;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5310;99999;2;99999;0;1;0;1;1;1;1;1;2;1;2;4;0;1;1;1;31;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;15;1;4;2;2;2;99999;99999;2;99999;99999;1;15;0;40;3;88888;2;2;2;2;2;2;1;99999;7;1;3;99999;99999;99999;1;1;0;0;88888;99999;99999;99999;88888;99999;0;99999;99999;0,974884044;1;2;2;7;135,6315339
12926;53;5310;13;12926-1;1;39;1985-01-31;99999;99999;1;1;99999;5;99999;1;1;12926-2;4;1;99999;1;2;99999;1;4;4;4;4;4;76;22;76221100;99999;99999;30;30;99999;99999;7653;5310;1;2;99999;1;0;0;1;1;1;1;1;1;1;2;2;1;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;12;2;2;2;99999;99999;2;99999;99999;1;1;0;40;2;57;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;3;99999;99999;99999;1;1;6000;6062,61649;0;0;99999;99999;88888;99999;88888;99999;99999;0,989671705;1;2;2;7;151,4683589
6547;53;5310;13;06547-4;4;24;1999-11-21;99999;99999;2;2;99999;5;99999;10;99999;99999;4;1;99999;1;3;99999;2;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5310;99999;2;99999;1;0;0;1;1;1;1;2;2;1;2;4;3;1;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;88888;1;1;2;99999;99999;2;99999;99999;1;0;1;88888;1;10;2;2;2;2;2;2;1;99999;7;1;3;99999;99999;99999;2;2;1300;1309,115912;0;0;99999;99999;88888;99999;0;99999;99999;0,993036589;1;2;2;7;169,754585
3129;53;5310;13;03129-4;4;22;99999;99999;22;2;2;99999;5;99999;4;99999;99999;1;1;99999;1;3;99999;1;3;4;4;4;4;76;33;76330455;99999;99999;10;10;7633;76330455;7653;5310;1;2;99999;1;0;0;1;1;1;1;1;2;2;99999;99999;99999;1;2;99999;99999;1;1;99999;2;3;1;1;2;2;2;2;1;2;2;2;2;99999;5;2;9;3;2;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;0;0;0;0,978406306;1;2;2;6;169,754585
11408;53;5310;13;11408-1;1;65;99999;99999;65;2;2;99999;5;99999;1;2;99999;1;1;99999;1;1;11408-2;2;3;4;3;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5301;99999;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;1;1;23;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;1;9;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;88888;99999;22;99999;99999;0,996412914;1;2;2;3;89,30721383
5910;53;5310;13;05910-4;4;58;99999;99999;58;2;2;99999;5;99999;8;99999;99999;2;1;99999;1;2;99999;2;4;4;4;4;4;624;99999;99999;99999;99999;5;3;7653;765303;7653;765303;2;2;99999;1;0;0;1;1;2;1;2;2;2;99999;99999;99999;2;1;4;21;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;10;2;2;2;99999;99999;2;99999;99999;1;11;0;40;1;16;1;2;2;2;2;2;2;99999;1;3;3;99999;99999;99999;2;2;88888;99999;0;0;99999;99999;88888;99999;5;99999;99999;0,974884044;1;2;2;7;80,86083051
878;53;5310;13;00878-1;1;65;99999;99999;65;2;2;99999;5;99999;1;1;00878-2;1;2;99999;2;1;00878-2;1;4;4;4;4;4;76;15;76150140;99999;99999;55;31;7653;99999;7653;5310;1;2;99999;1;0;0;1;1;1;1;1;2;1;1;4;1;1;1;5;17;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;4;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;40;0;0;0,993036589;1;2;2;7;89,30721383
12842;53;5310;13;12842-2;2;47;99999;99999;47;2;2;99999;5;99999;5;99999;99999;1;4;99999;2;1;12842-3;1;4;4;4;4;4;76;22;76221100;99999;99999;15;15;99999;99999;7653;5310;2;2;99999;1;0;0;1;1;1;1;1;2;1;2;2;1;1;1;3;20;1;2;88888;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;2;99999;99999;2;99999;99999;1;20;0;45;1;0;2;1;2;2;2;2;2;99999;2;88888;1;1;99999;99999;99999;1;0;0;88888;99999;99999;99999;88888;99999;15;99999;99999;0,978406306;1;2;2;8;137,5700408
12842;53;5310;13;12842-4;4;18;99999;99999;18;1;1;99999;5;99999;10;99999;99999;1;4;99999;1;3;99999;2;4;4;4;4;4;76;22;76221100;99999;99999;15;15;99999;99999;7653;5310;1;2;99999;1;0;0;1;1;1;1;1;2;2;99999;99999;99999;1;99999;99999;99999;1;1;99999;2;1;1;1;2;1;2;2;2;2;2;2;2;99999;2;88888;9;2;2;99999;99999;99999;99999;2;1;2;99999;99999;2;99999;99999;1;1;0;30;1;1;2;1;2;2;2;2;2;99999;2;88888;88888;99999;99999;99999;88888;1;40;40,8828109;88888;99999;99999;99999;0;0;0;99999;99999;0,978406306;1;2;2;6;111,1914208
3973;53;5311;14;03973-2;2;41;1982-07-06;99999;99999;2;2;99999;8;99999;2;99999;99999;1;1;99999;2;1;03973-1;1;4;4;4;4;4;76;31;76310710;99999;99999;14;2;7653;765301;7653;765301;1;2;99999;1;1;0;1;1;1;1;1;2;1;3;4;1;1;1;1;37;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;15;1;3;1;1;2;99999;99999;2;99999;99999;1;1;0;10;2;0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;99999;2;2;99999;1;88888;99999;0;0;99999;99999;88888;99999;12;99999;99999;0,989671705;1;2;2;7;19,94666839
10550;53;5311;14;10550-2;2;41;1982-04-25;99999;99999;1;1;99999;5;99999;2;99999;99999;2;6;99999;2;1;10550-1;1;4;4;4;4;4;76;53;7653;2;1;99999;8;99999;765301;99999;5311;1;1;5;1;0;0;1;1;1;1;1;1;1;4;1;11;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;1;4;0;40;1;58;2;1;2;2;2;2;2;99999;2;99999;7;99999;1;1;99999;1;2000;2020,872163;0;0;99999;99999;88888;99999;10;99999;99999;0,989671705;1;2;2;5;20,61636713
17644;53;5311;14;17644-5;5;27;1997-02-19;99999;99999;2;2;99999;8;99999;10;99999;99999;1;1;99999;1;3;99999;2;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5311;99999;2;99999;1;0;1;0;1;2;1;1;2;2;99999;99999;99999;1;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;88888;2;2;2;99999;99999;2;99999;99999;1;0;3;40;1;3;2;1;2;2;2;2;2;99999;2;4;3;99999;99999;99999;1;1;3000;3031,308245;0;0;99999;99999;88888;99999;12;99999;99999;0,989671705;1;2;2;7;28,91835171
19306;53;5311;14;19306-3;3;0;2024-01-31;99999;99999;1;99999;99999;99999;99999;4;99999;99999;1;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;76;53;7653;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;2;99999;99999;99999;1;99999;99999;99999;99999;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,989671705;99999;99999;99999;8;41,66843079
12671;53;5311;14;12671-4;4;15;2008-11-16;99999;99999;2;99999;99999;99999;99999;5;99999;99999;4;3;99999;1;3;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5311;99999;2;99999;1;0;1;0;1;1;1;1;1;2;99999;99999;99999;2;2;99999;99999;1;1;99999;1;1;4;11;1;2;2;2;2;2;2;2;2;99999;1;88888;5;1;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;3;0;0;0,989671705;99999;99999;99999;4;30,53895375
15186;53;5311;14;15186-2;2;32;1992-02-24;99999;99999;1;1;99999;10;99999;4;99999;99999;2;2;99999;1;3;99999;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5311;99999;2;99999;2;1;0;2;1;1;1;1;2;2;99999;99999;99999;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;5;2;1;2;99999;99999;2;99999;99999;1;0;3;33;1;9;1;2;2;1;2;2;2;99999;4;4;3;99999;99999;99999;1;1;1700;1727,188916;0;0;99999;99999;88888;99999;28;99999;99999;0,984258285;1;2;2;7;25,88120714
21653;53;5311;14;21653-1;1;71;1952-09-04;99999;99999;2;2;99999;8;99999;1;99999;99999;1;1;99999;5;2;99999;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5311;99999;99999;99999;1;0;0;1;2;99999;99999;99999;99999;1;2;2;0;1;1;2;21;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;1;77777;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;7;99999;99999;0,989671705;1;2;2;5;21,11954793
13012;53;5311;14;13012-1;1;36;1987-07-04;99999;99999;1;1;99999;10;99999;1;2;99999;4;13;Batista;2;1;13012-2;1;4;4;4;4;4;76;22;76221100;99999;99999;10;10;7622;76221100;7653;5311;1;2;99999;1;0;1;0;1;2;1;1;2;1;2;2;0;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;88888;2;2;2;99999;99999;2;99999;99999;1;10;0;40;1;1;2;1;2;2;2;2;2;99999;2;2;1;1;99999;99999;99999;1;8000;8083,488653;0;0;99999;99999;88888;99999;4;99999;99999;0,989671705;1;2;2;7;33,45381101
24585;53;5311;14;24585-1;1;39;1984-07-22;99999;99999;2;2;99999;8;99999;1;99999;99999;4;2;99999;4;2;99999;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5311;99999;2;99999;1;0;1;0;1;1;1;1;2;1;1;4;0;1;1;1;33;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;3;2;2;2;99999;99999;2;99999;99999;1;6;0;30;1;0;2;1;2;2;2;2;2;99999;2;1;3;99999;99999;99999;1;1;77777;99999;0;0;99999;99999;88888;99999;21;99999;99999;0,989671705;1;2;2;7;41,56628316
3387;53;5311;14;03387-1;1;71;1952-09-05;99999;99999;2;2;99999;8;99999;1;2;99999;4;1;99999;1;3;99999;1;4;4;4;4;4;76;33;76330455;99999;99999;43;43;99999;99999;7653;5311;1;2;99999;1;0;0;1;1;1;1;2;2;1;1;4;0;2;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;28;0;0;0,989671705;1;2;2;5;21,11954793
4486;53;5311;14;04486-1;1;85;1938-10-25;99999;99999;2;2;99999;5;99999;1;99999;99999;4;1;99999;1;3;99999;1;4;4;3;4;4;76;23;76231260;99999;99999;60;20;7653;99999;7653;5311;1;99999;99999;1;0;1;0;2;99999;99999;99999;99999;1;2;4;11;1;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;4;2;2;1;5500;5557,398449;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;2;5500;5557,398449;0,989671705;1;2;2;7;23,55157537
23799;53;5311;14;23799-2;2;64;1959-06-12;99999;99999;2;2;99999;8;99999;5;99999;99999;4;1;99999;4;2;99999;2;4;4;4;4;4;76;33;76330455;99999;99999;52;52;99999;99999;7653;5311;1;2;99999;0;1;0;0;1;2;1;2;2;1;2;1;0;2;1;1;26;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;34;0;0;0,989671705;1;2;2;5;28,62476438
1032;53;5311;14;01032-2;2;46;99999;99999;46;2;2;99999;8;99999;2;99999;99999;1;1;99999;2;1;01032-1;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5311;99999;2;99999;1;0;1;0;1;2;1;1;2;2;99999;99999;99999;1;1;2;32;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;88888;2;2;2;99999;99999;2;99999;99999;1;5;0;40;1;1;2;1;2;2;2;2;2;99999;2;2;3;99999;99999;99999;1;1;5000;5079,9674;0;0;99999;99999;88888;99999;10;99999;99999;0,984258285;1;2;2;7;23,75960296
20369;53;5311;14;20369-3;3;23;2000-07-04;99999;99999;1;1;99999;5;99999;4;99999;99999;4;1;99999;1;3;99999;2;4;4;4;4;4;76;23;76230440;99999;99999;23;12;7653;99999;7653;5311;1;2;99999;1;1;0;1;1;1;1;1;1;1;2;2;1;1;99999;99999;99999;1;1;99999;2;1;1;1;1;2;2;2;2;2;2;2;2;99999;1;3;9;3;2;99999;99999;99999;99999;1;1;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;0;0;0;0,989671705;1;2;2;6;28,30120289
22681;53;5311;14;22681-1;1;57;1967-02-28;99999;99999;2;2;99999;8;99999;1;1;22681-2;1;5;99999;2;1;22681-2;1;4;4;4;4;4;76;33;76330455;99999;99999;55;55;99999;99999;7653;5311;1;2;99999;1;0;1;0;1;2;1;1;2;1;1;1;0;2;1;3;28;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;3;2;2;1;10000;10181,27066;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;4;10000;10181,27066;0,982195674;1;2;2;7;30,57756493
