A01nficha;A01uf;localidade;setor_distrito;morador_id;index;idade_calculada;E02_1;E02_2;E02_3;E03;E03_1;E03_1_1;E03_2;E03_2_1;E04;E04_1;E04_1_1;E05;E06;E06_1;E07;E08;E08_1;E09;E10;E11;E12;E13;E14;E15_A;E15_B;E15_1;E16;E16_1;E17;E18;E19;E19_1;E20;E20_1;E21;E22;E22_1;F01;F02;F03_1;F03_2;F04;F05_1;F05_2;F05_3;F05_4;G01;G02;G03;G04;G05;G06;G06_1;G06_2;H01;H02;H03;H04_1;H04_2;H04_3;H04_4;H05_1;H05_2;H05_3;H05_4;H05_5;H05_6;H05_7;H05_8;H05_9;H05_10;H05_11;H06;H07;H08;H09;H10;H11;H12;H13;I01;I02;I03_1;I03_1_1;I03_1_1_r;I03_2;I03_2_1;I03_2_1_r;I04;I05;I05_1;I06;I07;I08;I09_1;I09_2;I09_3;I09_4;I09_5;I09_6;I09_7;I09_8;I09_9;I10;I13;I14;I15;I16;I18;I19;I20;I20_r;I21;I21_r;I22_1;I22_1_r;I22_2;I22_2_r;I23;renda_ind;renda_ind_r;infla_ipcadf;id_genero;orientacao_sx;lgbtqiam;escolaridade;peso_mor
8639;52;5245;44;08639-2;2;45;99999;99999;45;1;1;99999;5;99999;2;99999;99999;1;4;99999;2;1;08639-1;1;4;4;4;4;4;76;52;76520551;2;2;99999;99999;99999;99999;99999;5245;99999;2;99999;1;0;0;1;1;2;1;1;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;5;2;1;2;99999;99999;2;99999;99999;1;88888;88888;88888;1;40;2;2;2;2;2;1;1;99999;6;3;4;99999;99999;99999;2;88888;88888;99999;88888;99999;99999;99999;0;0;88888;99999;99999;0,993036589;1;2;2;2;19,83624762
17231;52;5245;44;17231-5;5;7;2017-01-27;99999;99999;2;99999;99999;99999;99999;4;99999;99999;4;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;4;4;7653;765304;7652;5245;1;99999;99999;0;0;0;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;99999;99999;99999;1;1;99999;1;1;2;40;2;2;2;2;2;2;2;2;1;99999;9;1;4;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,982195674;99999;99999;99999;2;16,50164216
20039;52;5245;44;20039-5;5;10;99999;99999;10;1;99999;99999;99999;99999;14;99999;99999;3;12;99999;99999;99999;99999;99999;4;3;1;1;1;76;23;88888;99999;99999;5;5;7623;76231170;7652;5245;1;99999;99999;0;0;0;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;99999;99999;99999;2;1;99999;1;1;2;40;2;1;2;2;2;2;2;2;2;99999;2;1;4;4;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0;0;0;0,982195674;99999;99999;99999;2;18,14540588
14959;52;5245;44;14959-3;3;4;99999;99999;4;2;99999;99999;99999;99999;5;99999;99999;4;2;99999;99999;99999;99999;99999;4;4;4;4;4;76;52;76520110;2;2;99999;99999;99999;99999;99999;5245;99999;99999;99999;0;0;0;0;1;2;2;1;2;2;99999;99999;99999;88888;99999;99999;99999;99999;1;99999;1;1;2;40;2;1;2;2;2;2;2;2;2;99999;2;2;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,984258285;99999;99999;99999;1;23,33071045
15037;52;5245;44;15037-1;1;53;99999;99999;53;1;1;99999;10;99999;1;1;15037-2;4;2;99999;2;1;15037-2;1;3;4;3;4;4;76;52;76520551;2;2;99999;99999;99999;99999;99999;5245;99999;2;99999;1;0;1;0;2;99999;99999;99999;99999;1;1;1;40;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;88888;88888;2;2;2;99999;99999;2;99999;99999;1;20;0;88888;1;40;2;1;2;2;2;2;2;99999;2;1;7;99999;1;1;99999;1;88888;99999;0;0;88888;99999;88888;99999;0;99999;99999;0,982195674;1;2;2;8;19,4968952
19317;52;5245;44;19317-2;2;36;1987-08-18;99999;99999;2;2;99999;8;99999;2;99999;99999;1;1;99999;2;1;19317-1;2;4;4;4;4;4;76;52;76520025;2;2;99999;99999;99999;99999;99999;5245;99999;2;99999;1;0;1;0;1;2;1;1;2;1;3;3;40;2;1;1;36;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;1;9;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;88888;0;0;0,982195674;1;2;2;3;23,12906473
8217;52;5245;44;08217-5;5;8;99999;99999;8;1;99999;99999;99999;99999;10;99999;99999;4;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;8;8;99999;99999;7652;5245;99999;99999;99999;0;0;0;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;2;1;99999;1;1;2;40;2;2;2;2;2;2;2;2;1;99999;9;1;4;3;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,984258285;99999;99999;99999;2;19,84735592
2375;52;5245;44;02375-4;4;15;2008-10-11;99999;99999;1;99999;99999;99999;99999;4;99999;99999;4;4;99999;1;3;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;15;15;99999;99999;7652;5245;99999;2;99999;1;0;1;0;1;2;1;2;2;1;1;4;41;2;99999;99999;99999;1;1;99999;1;1;1;40;2;2;2;2;2;2;2;1;2;99999;8;1;5;1;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;88888;0;0;0,982195674;99999;99999;99999;4;24,69216104
6945;52;5245;44;06945-2;2;62;1961-04-23;99999;99999;2;2;99999;8;99999;2;99999;99999;1;1;99999;2;1;06945-1;2;4;4;4;4;4;76;52;76520551;2;1;99999;36;99999;99999;99999;5245;2;2;99999;1;0;0;1;1;2;1;2;2;1;1;4;40;2;1;2;26;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;2;8;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;600;610,8762398;88888;600;610,8762398;0,982195674;1;2;2;2;12,76462535
13505;52;5245;44;13505-4;4;5;2019-02-08;99999;99999;2;99999;99999;99999;99999;10;99999;99999;1;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;52;76520110;2;1;99999;5;99999;99999;99999;5245;1;99999;99999;1;0;0;0;1;2;1;2;2;1;4;1;40;2;99999;99999;99999;2;1;99999;1;1;2;40;2;2;1;2;2;2;2;2;2;99999;3;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,982195674;99999;99999;99999;1;16,50164216
22688;52;5245;44;22688-2;2;57;99999;99999;57;1;1;99999;10;99999;2;99999;99999;4;1;99999;2;1;22688-1;2;3;3;4;4;4;76;29;76292740;99999;99999;25;25;99999;99999;7652;5245;2;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;5;2;2;2;99999;99999;2;99999;99999;1;25;0;44;1;25;1;2;2;2;2;2;2;99999;1;8;3;99999;99999;99999;1;1;2900;2920,335496;0;0;99999;99999;88888;99999;2;99999;99999;0,993036589;1;2;2;2;14,7713012
21082;52;5245;44;21082-2;2;33;1990-03-08;99999;99999;2;2;99999;8;99999;2;99999;99999;4;12;99999;2;1;21082-1;2;4;4;4;4;4;76;52;76520551;2;2;99999;99999;99999;99999;99999;5245;99999;2;99999;1;0;1;0;1;2;1;2;2;1;1;4;40;2;1;1;26;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;6;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;88888;0;0;0,982195674;1;2;2;2;15,33147799
2665;52;5245;44;02665-2;2;42;99999;99999;42;2;2;99999;8;99999;2;99999;99999;4;2;99999;2;1;02665-1;1;4;4;4;4;4;76;52;76521450;2;2;99999;99999;99999;99999;99999;5245;99999;2;99999;1;0;0;1;1;2;1;2;2;1;4;1;40;2;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;88888;0;0;0,993036589;1;2;2;5;17,99544384
14844;52;5245;44;14844-2;2;10;2013-10-15;99999;99999;2;99999;99999;99999;99999;5;99999;99999;4;4;99999;99999;99999;99999;99999;4;4;4;4;4;76;52;76520025;2;2;99999;99999;99999;99999;99999;5245;99999;99999;99999;1;0;1;0;1;2;1;1;2;2;99999;99999;99999;2;2;99999;99999;1;1;99999;1;1;2;40;2;2;2;2;2;2;1;2;1;99999;9;1;4;5;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;100;101,8127066;0;100;101,8127066;0,982195674;99999;99999;99999;2;17,86013976
9248;52;5245;44;09248-2;2;27;1996-06-01;99999;99999;2;2;99999;8;99999;2;99999;99999;4;12;99999;2;1;09248-1;2;4;4;4;4;4;76;53;7653;99999;99999;6;6;7653;765303;7652;5245;1;2;99999;1;0;0;1;1;2;1;2;2;1;4;1;40;2;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;88888;0;0;0,982195674;1;2;2;5;15,12378995
1911;52;5245;44;01911-1;1;40;1983-07-09;99999;99999;1;1;99999;10;99999;1;1;01911-2;4;1;99999;2;1;01911-2;1;4;4;4;4;4;76;52;76520025;2;1;99999;10;99999;76520025;99999;5245;6;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;6;2;2;2;99999;99999;2;99999;99999;1;4;0;88888;1;40;2;2;1;2;2;2;2;99999;3;88888;3;99999;99999;99999;1;1;6000;6108,762398;0;0;99999;99999;88888;99999;0;99999;99999;0,982195674;1;2;2;2;27,26731639
15722;52;5245;44;15722-2;2;32;99999;99999;32;1;1;99999;10;99999;2;99999;99999;4;12;99999;2;1;15722-1;2;4;4;4;4;4;76;52;76521850;2;2;99999;99999;99999;99999;99999;5245;99999;1;7652;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;6;2;2;2;99999;99999;2;99999;99999;1;8;0;88888;1;40;2;2;2;2;2;2;1;99999;7;1;7;99999;2;2;99999;2;88888;99999;0;0;99999;99999;88888;99999;0;99999;99999;0,984258285;1;2;2;2;18,74494883
5000;52;5245;44;05000-3;3;12;99999;99999;12;2;99999;99999;99999;99999;4;99999;99999;4;4;99999;99999;99999;99999;99999;3;4;4;4;4;76;53;7653;99999;99999;12;12;99999;99999;7652;5245;99999;99999;99999;0;0;0;0;1;2;1;2;2;2;99999;99999;99999;2;2;99999;99999;1;1;99999;1;1;1;40;2;2;1;2;2;2;2;2;2;99999;3;2;4;7;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0;0;0;0,993036589;99999;99999;99999;2;17,86013976
1653;52;5245;44;01653-5;5;12;2011-12-24;99999;99999;1;99999;99999;99999;99999;5;99999;99999;4;12;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;12;12;99999;99999;7652;5245;99999;99999;99999;0;0;0;0;1;2;1;2;2;1;4;1;40;2;99999;99999;99999;1;1;99999;1;1;2;1;2;2;2;2;2;2;2;2;1;99999;9;2;4;6;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0;0;0;0,982195674;99999;99999;99999;2;18,14540588
17897;52;5245;44;17897-1;1;71;1952-12-04;99999;99999;1;1;99999;10;99999;1;99999;99999;4;1;99999;5;2;99999;2;4;4;4;4;4;76;26;76260960;99999;99999;60;60;99999;99999;7652;5245;1;99999;99999;1;0;1;0;2;99999;99999;99999;99999;1;1;4;40;2;99999;99999;99999;2;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;2;13;2;2;1;1412;1437,595418;1;1412;101811,6885;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;88888;2824;2875,190835;0,982195674;1;2;2;1;11,93235307
2010;52;5245;44;02010-1;1;69;99999;99999;69;1;1;99999;5;99999;1;99999;99999;4;1;99999;5;3;99999;2;4;4;4;4;2;76;52;76520490;2;1;99999;29;99999;99999;99999;5245;1;99999;99999;1;0;1;0;1;2;1;1;2;1;1;4;40;2;99999;99999;99999;2;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;3;2;99999;2;2;1;1412;1421,901283;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;0;0;88888;99999;0;99999;99999;0,993036589;1;2;2;1;13,39510482
12559;52;5245;44;12559-2;2;23;2000-07-24;99999;99999;2;2;99999;8;99999;2;99999;99999;4;1;99999;2;1;12559-1;2;4;4;4;4;4;76;52;76520025;2;2;99999;99999;99999;99999;99999;5245;99999;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;1;1;20;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;1;9;2;2;2;99999;99999;2;99999;99999;1;1;0;88888;1;40;2;2;2;2;2;2;1;99999;7;1;7;99999;2;2;99999;2;500;507,99674;0;0;99999;99999;88888;99999;20;99999;99999;0,984258285;1;2;2;3;23,44224407
7586;52;5245;44;07586-2;2;53;1970-05-09;99999;99999;2;2;99999;8;99999;2;99999;99999;4;1;99999;2;1;07586-1;2;4;4;4;4;4;76;52;76520580;2;2;99999;99999;99999;99999;99999;5245;99999;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;1;2;18;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;2;4;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;88888;0;0;0,982195674;1;2;2;2;16,03947648
10598;52;5245;44;10598-1;1;58;1965-09-15;99999;99999;1;1;99999;10;99999;1;1;10598-2;1;1;99999;2;1;10598-2;1;4;4;4;4;4;76;52;76520110;2;1;99999;30;99999;99999;99999;5245;2;2;99999;1;0;0;1;1;1;1;2;2;1;2;4;53;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;8;2;2;2;99999;99999;2;99999;99999;1;30;0;88888;1;40;2;1;2;2;2;2;2;99999;2;3;7;99999;2;1;99999;1;88888;99999;0;0;99999;99999;10000;10159,9348;0;99999;99999;0,984258285;1;2;2;7;14,7713012
18468;52;5245;44;18468-2;2;19;2004-05-01;99999;99999;2;2;99999;8;99999;2;99999;99999;2;12;99999;2;1;18468-1;2;4;4;4;4;4;76;52;76520580;2;2;99999;99999;99999;99999;99999;5245;99999;2;99999;1;0;1;0;1;2;1;2;2;1;1;4;40;2;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;1;9;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;21;0;0;0,982195674;1;2;2;3;13,79934666
1287;52;5245;44;01287-1;1;60;1963-05-30;99999;99999;2;2;99999;8;99999;1;2;99999;4;1;99999;1;1;01287-2;2;4;2;2;3;2;76;29;76291960;99999;99999;17;17;99999;99999;7652;5245;6;2;99999;1;0;1;0;2;99999;99999;99999;99999;1;1;4;13;2;1;6;17;2;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;5;2;4;2;2;1;1320;1343,927728;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;88888;1320;1343,927728;0,982195674;1;2;2;2;12,76462535
24818;52;5245;44;24818-3;3;15;99999;99999;15;2;99999;99999;99999;99999;4;99999;99999;4;4;99999;1;3;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;11;11;99999;99999;7652;5245;1;2;99999;0;0;0;0;1;2;1;2;2;2;99999;99999;99999;2;2;99999;99999;1;1;99999;1;1;1;40;2;2;2;2;2;2;2;2;1;99999;9;2;5;1;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;88888;0;0;0,982195674;99999;99999;99999;4;13,79934666
20415;52;5245;44;20415-1;1;67;99999;99999;67;2;2;99999;8;99999;1;99999;99999;4;2;99999;5;2;99999;1;4;3;3;4;4;76;52;76520800;2;1;99999;18;99999;99999;99999;5245;2;99999;99999;1;0;0;1;1;2;1;1;2;1;3;1;40;1;1;2;33;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;2;6;2;2;1;1412;1421,901283;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;99999;99999;99999;99999;99999;99999;0;0;12;1412;1421,901283;0,993036589;1;2;2;6;13,46597839
16698;52;5245;44;16698-4;4;11;99999;99999;11;2;99999;99999;99999;99999;6;99999;99999;4;12;99999;99999;99999;99999;99999;3;4;4;4;4;76;31;76310350;99999;99999;4;4;7631;76310350;7652;5245;1;99999;99999;0;0;0;0;1;2;1;1;2;2;99999;99999;99999;2;2;99999;99999;1;1;99999;1;1;2;40;2;2;2;2;2;2;2;2;1;99999;9;2;4;7;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;88888;0;0;0,984258285;99999;99999;99999;2;17,86013976
22769;52;5245;44;22769-1;1;36;99999;99999;36;2;2;99999;8;99999;1;99999;99999;4;1;99999;4;2;99999;1;4;4;4;4;4;76;52;76521730;1;99999;13;13;99999;99999;7652;5245;6;2;99999;1;0;0;1;1;2;1;2;2;1;1;1;40;2;1;2;16;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;650;660,395762;0;0;21;650;660,395762;0,984258285;1;2;2;5;23,12906473
23092;52;5245;44;23092-1;1;66;99999;99999;66;2;2;99999;8;99999;1;1;23092-2;3;1;99999;5;2;99999;2;2;4;2;2;2;76;52;76520510;2;1;99999;43;99999;99999;99999;5245;1;2;99999;1;0;1;0;2;99999;99999;99999;99999;1;4;1;40;2;1;4;19;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;1512;1536,182142;0;0;88888;1512;1536,182142;0,984258285;1;2;2;8;13,46597839
14422;52;5245;44;14422-3;3;27;1997-01-18;99999;99999;2;2;99999;8;99999;4;99999;99999;1;1;99999;1;3;99999;1;4;4;4;4;4;76;53;7653;99999;99999;17;17;99999;99999;7652;5245;1;2;99999;1;0;1;0;1;2;1;2;2;1;3;1;40;1;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;1;2;0;88888;1;40;1;2;2;2;2;2;2;99999;1;88888;3;99999;99999;99999;1;1;88888;99999;0;0;99999;99999;88888;99999;0;99999;99999;0,984258285;1;2;2;5;15,12378995
106;52;5245;44;00106-4;4;5;2018-03-21;99999;99999;2;99999;99999;99999;99999;4;99999;99999;4;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;5;5;99999;99999;7652;5245;99999;99999;99999;1;0;0;0;1;2;1;1;2;2;99999;99999;99999;2;99999;99999;99999;2;1;99999;1;1;1;40;2;2;2;2;2;2;1;2;2;99999;7;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,982195674;99999;99999;99999;1;16,50164216
23001;52;5245;44;23001-2;2;33;99999;99999;33;1;1;99999;10;99999;2;99999;99999;4;12;99999;2;1;23001-1;2;4;4;4;4;4;88888;99999;99999;99999;99999;4;4;7653;765309;7652;5245;6;2;99999;1;0;88888;88888;1;2;1;2;2;1;4;1;9;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;1;2;99999;99999;2;99999;99999;1;1;0;88888;1;1;1;2;2;2;2;2;2;99999;1;9;3;99999;99999;99999;1;1;88888;99999;0;0;99999;99999;88888;99999;88888;99999;99999;0,982195674;1;2;2;5;18,74494883
21181;52;5246;52;21181-3;3;1;99999;99999;1;2;99999;99999;99999;99999;4;99999;99999;1;12;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;76;52;76520800;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;1;40;2;99999;99999;99999;99999;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,989671705;99999;99999;99999;8;140,5173834
17604;52;5246;52;17604-1;1;23;99999;99999;23;2;2;99999;5;99999;1;1;17604-2;1;5;99999;1;3;99999;2;3;4;4;4;4;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;1;7652;1;0;1;0;1;1;1;2;2;1;1;3;46;2;2;99999;99999;1;1;99999;2;1;1;3;1;2;2;2;2;2;2;2;2;99999;1;9;9;10;2;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;99999;99999;99999;99999;99999;99999;0;0;21;0;0;0,989671705;1;2;2;6;114,6858046
1981;52;5246;52;01981-4;4;15;2009-04-02;99999;99999;2;99999;99999;99999;99999;5;99999;99999;4;1;99999;1;3;99999;99999;4;4;4;4;4;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;2;99999;99999;1;1;99999;1;1;2;46;2;2;2;2;2;2;2;1;2;99999;8;1;5;1;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;111;112,1584051;3;111;112,1584051;0,989671705;99999;99999;99999;4;93,37800478
